,Length,Width,Thickness,Area,Perimeter,Roundness,Solidity,Compactness,AspectRatio,Eccentricity,Extent,Convex hull,Type
238,197.3857,117.0232,0,17124,542.132,0.5596,0.9783,1.3658,1.6867,0.8053,0.7318,17503,MAMRA
239,195.2661,115.7759,0,17009,537.7889,0.568,0.9792,1.3531,1.6866,0.8053,0.7317,17369.5,MAMRA
240,192.9626,113.1132,0,16723.5,536.7178,0.5719,0.9758,1.3707,1.7059,0.8102,0.7318,17138.5,MAMRA
241,192.556,114.8099,0,16607,532.4752,0.5703,0.9795,1.3586,1.6772,0.8028,0.7342,16955,MAMRA
242,195.6765,121.1183,0,17366,545.8478,0.5775,0.9778,1.3653,1.6156,0.7854,0.7586,17760.5,MAMRA
243,197.7096,124.6689,0,17554.5,546.5757,0.5718,0.9786,1.3543,1.5859,0.7761,0.7502,17937.5,MAMRA
244,198.5341,122.3566,0,17489,547.1615,0.5649,0.979,1.3622,1.6226,0.7875,0.7498,17864,MAMRA
245,197.7239,124.8643,0,17732,549.1615,0.5775,0.9799,1.3534,1.5835,0.7754,0.7501,18095.5,MAMRA
246,282.222,184.7871,0,39461,1044.5483,0.6308,0.9211,2.2003,1.5273,0.7558,0.6602,42841,MAMRA
247,285.0891,182.2727,0,38908.5,1069.9037,0.6095,0.9142,2.3412,1.5641,0.7689,0.6572,42559,MAMRA
248,307.5078,194.4445,0,45543,1108.3473,0.6132,0.9368,2.1464,1.5815,0.7747,0.6821,48617,MAMRA
249,275.5696,173.2935,0,36493,974.6072,0.6119,0.9375,2.0713,1.5902,0.7775,0.6948,38924,MAMRA
250,283.4579,175.7343,0,36138.5,873.6539,0.5727,0.9376,1.6807,1.613,0.7846,0.721,38543.5,MAMRA
251,286.0197,174.8656,0,36703.5,892.1392,0.5712,0.9336,1.7256,1.6357,0.7913,0.7138,39314,MAMRA
252,192.5586,123.3771,0,17282,581.5879,0.5934,0.9548,1.5575,1.5607,0.7678,0.7501,18100.5,MAMRA
253,273.4709,170.4821,0,34435,827.6123,0.5863,0.9549,1.5829,1.6041,0.7819,0.742,36060,MAMRA
254,0,185.6569,126.3386,16804,649.328,0,0.8806,1.9967,0,0,0.6104,19081.5,MAMRA
255,0,184.786,127.1929,16457.5,629.5706,0,0.88,1.9165,0,0,0.6163,18701.5,MAMRA
256,0,175.8954,125.6963,15627.5,675.7128,0,0.8718,2.325,0,0,0.5921,17925.5,MAMRA
257,0,180.8863,120.2513,15110.5,651.5706,0,0.8616,2.2358,0,0,0.5875,17537,MAMRA
258,0,181.3321,113.0515,15272.5,555.8305,0,0.9421,1.6098,0,0,0.6676,16211.5,MAMRA
259,0,171.2756,113.2739,13736,813.5534,0,0.8482,3.8344,0,0,0.617,16194.5,MAMRA
260,0,175.8373,109.8804,14281.5,639.9138,0,0.9176,2.2817,0,0,0.6399,15564,MAMRA
261,0,174.8717,108.4653,14041.5,592.9432,0,0.9316,1.9925,0,0,0.6538,15072,MAMRA
262,286.0052,0,104.6685,23063.5,724.7178,0.359,0.971,1.8122,0,0,0.7836,23752.5,MAMRA
263,261.4727,0,103.38,20753.5,660.2325,0.3865,0.9724,1.6714,0,0,0.7886,21342,MAMRA
264,290.3789,0,100.5518,22275.5,735.5462,0.3364,0.9635,1.9328,0,0,0.7899,23119,MAMRA
265,282.0561,0,102.8022,22004,706.132,0.3522,0.9706,1.8033,0,0,0.7753,22671.5,MAMRA
266,317.5062,0,128.1012,29927.5,1016.0803,0.378,0.8782,2.7452,0,0,0.6885,34076.5,MAMRA
267,319.1535,0,128.0747,29290.5,890.8843,0.3661,0.9312,2.1563,0,0,0.6793,31456,MAMRA
268,307.3868,0,129.6597,29444,980.8671,0.3968,0.8928,2.6002,0,0,0.6423,32979.5,MAMRA
269,319.7686,0,130.5093,28372,915.0681,0.3533,0.8454,2.3486,0,0,0.6328,33560.5,MAMRA
270,0,189.148,110.3903,16317.5,526.5168,0,0.9713,1.352,0,0,0.775,16799.5,MAMRA
271,0,188.2817,110.4463,16268.5,525.6884,0,0.9733,1.3518,0,0,0.7755,16714,MAMRA
272,0,189.9319,109.3142,16143.5,520.3747,0,0.9749,1.3348,0,0,0.7795,16558.5,MAMRA
273,0,183.6023,109.3047,15580,516.6173,0,0.9695,1.3632,0,0,0.7656,16070,MAMRA
274,0,193.4785,120.2484,17410.5,555.8894,0,0.9435,1.4124,0,0,0.735,18454,MAMRA
275,0,196.8091,114.4198,17176,577.7889,0,0.9521,1.5467,0,0,0.7654,18041,MAMRA
276,0,194.6617,114.1394,16957.5,558.7178,0,0.9484,1.4649,0,0,0.7557,17879.5,MAMRA
277,0,188.3313,112.2333,16037.5,540.9188,0,0.9459,1.4518,0,0,0.7468,16954,MAMRA
278,363.7711,0,106.8675,29355.5,846.9432,0.2825,0.9424,1.9445,0,0,0.7196,31150,MAMRA
279,366.2104,0,104.9765,28480,843.1859,0.2704,0.9379,1.9865,0,0,0.7123,30367,MAMRA
280,361.8039,0,108.2388,28509.5,835.6295,0.2773,0.9417,1.9491,0,0,0.7194,30276,MAMRA
281,361.3948,0,102.3263,27876.5,875.7716,0.2718,0.9419,2.1894,0,0,0.72,29597,MAMRA
282,366.8397,0,109.3923,29649,854.4996,0.2805,0.9439,1.9598,0,0,0.6695,31412.5,MAMRA
283,366.4799,0,110.1955,30041,889.328,0.2848,0.9471,2.0951,0,0,0.6621,31720,MAMRA
284,370.5777,0,108.9249,29812.5,937.5706,0.2764,0.9482,2.3464,0,0,0.666,31441,MAMRA
285,361.1552,0,108.1447,29057.5,870.0559,0.2836,0.9417,2.0731,0,0,0.6634,30856,MAMRA
286,322.8246,171.0136,0,42426,835.9554,0.5183,0.9897,1.3108,1.8877,0.8482,0.7944,42868.5,MAMRA
287,335.1665,177.0281,0,45926,874.0975,0.5205,0.9888,1.3239,1.8933,0.8491,0.7931,46447,MAMRA
288,339.9058,181.7638,0,47422.5,887.1686,0.5226,0.9895,1.3207,1.87,0.845,0.7932,47927.5,MAMRA
289,330.1438,173.7979,0,44105.5,856.6833,0.5152,0.9875,1.3242,1.8996,0.8502,0.7848,44663,MAMRA
290,365.0335,190.2257,0,53324,958.5828,0.5095,0.9876,1.3713,1.9189,0.8535,0.7965,53994.5,MAMRA
291,366.9468,190.187,0,53864,952.8671,0.5093,0.9887,1.3414,1.9294,0.8552,0.7895,54477,MAMRA
292,359.7897,185.6708,0,51597,933.0681,0.5075,0.9895,1.3427,1.9378,0.8566,0.7901,52147,MAMRA
293,373.0348,189.3592,0,53967.5,955.1686,0.4938,0.9896,1.3453,1.97,0.8616,0.7974,54532.5,MAMRA
294,347.6138,182.1497,0,49024,1103.3768,0.5166,0.9628,1.9762,1.9084,0.8517,0.7715,50920,MAMRA
295,345.3257,181.2285,0,48376.5,1005.394,0.5165,0.9651,1.6628,1.9055,0.8512,0.7779,50124,MAMRA
296,348.3054,179.3651,0,48478.5,1094.992,0.5088,0.9565,1.9682,1.9419,0.8572,0.7625,50683,MAMRA
297,341.7214,178.3799,0,47270.5,1126.1636,0.5154,0.9604,2.135,1.9157,0.8529,0.7828,49219,MAMRA
298,341.9232,193.7553,0,50603.5,1009.394,0.5511,0.9701,1.6023,1.7647,0.8239,0.7707,52162,MAMRA
299,356.1179,192.7718,0,52047,1129.5778,0.5225,0.9607,1.9509,1.8474,0.8408,0.7367,54176,MAMRA
300,348.0357,184.9096,0,49447,1078.1219,0.5198,0.9672,1.8706,1.8822,0.8472,0.7518,51125,MAMRA
301,348.5042,184.7805,0,49160,1005.3524,0.5154,0.9689,1.6361,1.886,0.8479,0.7521,50736.5,MAMRA
302,342.663,0,101.9202,24903.5,861.9138,0.27,0.8987,2.3739,0,0,0.6925,27712,MAMRA
303,347.5275,0,104.7452,26449.5,906.3991,0.2788,0.9075,2.4718,0,0,0.6949,29145.5,MAMRA
304,340.1176,0,99.4408,24444,822.3574,0.269,0.9152,2.2016,0,0,0.7076,26710,MAMRA
305,343.2435,0,108.4539,24090.5,868.1148,0.2603,0.8302,2.4894,0,0,0.6404,29018.5,MAMRA
306,356.2211,0,116.8775,29490,1000.7838,0.2959,0.9094,2.7027,0,0,0.665,32428,MAMRA
307,348.6311,0,121.1885,29050,1011.0681,0.3043,0.8959,2.8003,0,0,0.666,32425,MAMRA
308,352.8303,0,120.0264,29075,1008.7838,0.2974,0.905,2.7853,0,0,0.6568,32126.5,MAMRA
309,344.2708,0,112.3926,27895.5,973.0265,0.2997,0.9048,2.7009,0,0,0.6517,30829,MAMRA
310,0,206.6247,122.3324,17758,759.328,0,0.8344,2.5838,0,0,0.7194,21282,MAMRA
311,0,213.0551,119.7316,18279.5,779.2275,0,0.8223,2.6433,0,0,0.6602,22230.5,MAMRA
312,0,183.4057,105.517,14039.5,998.992,0,0.8049,5.6567,0,0,0.594,17442,MAMRA
313,0,185.672,110.2295,14842,1044.4062,0,0.8122,5.8484,0,0,0.5993,18273,MAMRA
314,0,189.9201,111.4032,16096.5,682.7422,0,0.8776,2.3045,0,0,0.6363,18341.5,MAMRA
315,275.7075,176.6814,0,37296.5,848.6245,0.6247,0.9548,1.5366,1.5605,0.7677,0.7278,39062.5,SANORA
316,283.4114,171.5977,0,36555.5,966.0803,0.5795,0.9207,2.0317,1.6516,0.7959,0.6609,39704,SANORA
317,275.2893,177.0033,0,37469,866.6661,0.6295,0.9558,1.5952,1.5553,0.7659,0.7234,39202,SANORA
318,302.4001,189.1015,0,43637.5,896.2813,0.6076,0.9701,1.4649,1.5991,0.7804,0.7313,44980.5,SANORA
319,304.7482,189.2418,0,43925.5,931.1097,0.6022,0.9563,1.5706,1.6104,0.7838,0.6889,45931,SANORA
320,300.9756,190.5564,0,44070,889.3524,0.6194,0.9725,1.4282,1.5795,0.774,0.7314,45314,SANORA
321,292.9937,188.8463,0,43021.5,883.1097,0.6381,0.9687,1.4426,1.5515,0.7646,0.7333,44412,SANORA
322,284.3365,0,118.8977,25883.5,819.2275,0.4076,0.9412,2.0634,0,0,0.6912,27501.5,SANORA
323,270.7114,0,117.4373,24537,744.2153,0.4263,0.9537,1.7962,0,0,0.7036,25727,SANORA
324,280.8004,0,115.52,24541,805.328,0.3963,0.9236,2.103,0,0,0.6574,26570,SANORA
325,272.5499,0,115.5256,24120.5,746.1148,0.4134,0.9517,1.8366,0,0,0.7079,25344,SANORA
326,244.8666,0,119.7446,22642.5,1055.6783,0.4808,0.8886,3.9168,0,0,0.7057,25482.5,SANORA
327,265.6114,0,125.193,25578,809.6123,0.4616,0.939,2.0393,0,0,0.7177,27239,SANORA
328,266.8271,0,123.1611,25233,794.6417,0.4513,0.9449,1.9914,0,0,0.7332,26703.5,SANORA
329,266.6111,0,121.7079,25038.5,827.8549,0.4485,0.9373,2.1782,0,0,0.6961,26712.5,SANORA
330,0,177.0043,110.4425,14942.5,591.8305,0,0.93,1.8654,0,0,0.7403,16068,SANORA
331,0,164.8972,111.4942,14284,569.2447,0,0.9303,1.8053,0,0,0.737,15355,SANORA
332,0,171.6295,109.956,14672.5,588.8011,0,0.9424,1.8803,0,0,0.7397,15568.5,SANORA
333,0,163.682,109.8781,14047,578.8427,0,0.9311,1.8981,0,0,0.7104,15086,SANORA
334,0,164.5452,105.0861,13451,670.2153,0,0.907,2.6574,0,0,0.7012,14830.5,SANORA
335,0,174.0501,101.9576,12981,775.9554,0,0.854,3.6911,0,0,0.674,15201,SANORA
336,0,164.4175,108.6144,13832,692.4996,0,0.9077,2.759,0,0,0.7227,15239,SANORA
337,0,164.8495,106.0569,13279.5,667.1442,0,0.904,2.6672,0,0,0.7118,14689.5,SANORA
338,0,125.0773,80.7247,7809,368.7351,0,0.965,1.3856,0,0,0.727,8092.5,SANORA
339,0,129.1031,80.8063,8101,359.7056,0,0.9784,1.271,0,0,0.7394,8280,SANORA
340,0,127.0041,80.073,7976,360.7351,0,0.9765,1.2983,0,0,0.7449,8168,SANORA
341,0,128.474,81.8704,8154,360.7351,0,0.9718,1.27,0,0,0.7467,8391,SANORA
342,0,134.9059,87.4858,9227.5,381.9483,0,0.983,1.2581,0,0,0.7406,9387.5,SANORA
343,0,134.3452,87.9685,9343.5,384.0904,0,0.981,1.2565,0,0,0.726,9524,SANORA
344,0,135.0443,87.1951,9247,382.1909,0,0.9798,1.257,0,0,0.7339,9438,SANORA
345,0,134.0284,86.8707,9136,383.5046,0,0.9787,1.2811,0,0,0.712,9335,SANORA
346,236.7345,0,96.8505,18001,594.4163,0.409,0.9809,1.562,0,0,0.7216,18351.5,SANORA
347,239.2124,0,98.0902,18309.5,596.1737,0.4074,0.9828,1.5448,0,0,0.7339,18629,SANORA
348,235.3708,0,97.3304,17883.5,594.5168,0.411,0.9786,1.5728,0,0,0.7257,18274,SANORA
349,236.6993,0,96.8138,17817.5,591.4874,0.4049,0.9805,1.5626,0,0,0.723,18171,SANORA
350,224.3757,0,96.8078,17060.5,624.4579,0.4315,0.969,1.8189,0,0,0.7009,17605.5,SANORA
351,227.0929,0,96.4065,17263,584.2742,0.4262,0.9794,1.5736,0,0,0.7193,17626,SANORA
352,231.2887,0,96.0502,17341,587.1026,0.4127,0.9754,1.5818,0,0,0.7184,17779,SANORA
353,225.0385,0,94.1779,16664.5,572.5168,0.419,0.9784,1.5652,0,0,0.7236,17032.5,SANORA
354,196.793,126.4055,0,19260.5,549.4874,0.6332,0.986,1.2475,1.5568,0.7664,0.7521,19533,SANORA
355,198.0097,126.5417,0,19395,547.73,0.6298,0.9881,1.2309,1.5648,0.7692,0.7515,19629.5,SANORA
356,198.9927,126.7721,0,19441,550.5584,0.6251,0.9862,1.2407,1.5697,0.7708,0.742,19714,SANORA
357,193.0412,126.3812,0,19122.5,542.8011,0.6534,0.9883,1.2261,1.5275,0.7559,0.7448,19348.5,SANORA
358,214.6859,127.9334,0,21409.5,590.8011,0.5914,0.9852,1.2974,1.6781,0.8031,0.7418,21730.5,SANORA
359,213.7746,128.9777,0,21471,589.8721,0.5982,0.9843,1.2896,1.6575,0.7975,0.7363,21814.5,SANORA
360,209.845,127.0587,0,20869,581.3869,0.6034,0.9834,1.2889,1.6516,0.7959,0.7422,21222,SANORA
361,214.9935,128.7954,0,21437,588.7006,0.5905,0.9838,1.2865,1.6693,0.8007,0.7331,21789.5,SANORA
362,266.2678,167.5033,0,34551.5,900.0803,0.6205,0.9348,1.8659,1.5896,0.7773,0.7202,36961,SANORA
363,280.2236,174.1055,0,37051.5,857.5118,0.6008,0.9584,1.5793,1.6095,0.7836,0.7562,38661.5,SANORA
364,276.279,177.4898,0,36912.5,862.4823,0.6157,0.9358,1.6037,1.5566,0.7663,0.7217,39445.5,SANORA
365,282.3493,172.8952,0,36909,841.4112,0.5895,0.9534,1.5264,1.6331,0.7906,0.7555,38712.5,SANORA
366,320.3327,0,134.0345,33380,1143.7199,0.4142,0.9335,3.1185,0,0,0.6589,35758,SANORA
367,344.4314,0,134.7218,36028.5,976.0803,0.3867,0.9481,2.1043,0,0,0.6728,38000.5,SANORA
368,314.0021,0,131.4806,32641.5,1132.992,0.4215,0.9243,3.1295,0,0,0.6641,35314.5,SANORA
369,319.3138,0,134.7635,33680,1170.5483,0.4206,0.9295,3.2374,0,0,0.6571,36235.5,SANORA
370,299.2583,0,126.3262,25910,1719.9352,0.3684,0.7414,9.0855,0,0,0.5645,34945.5,SANORA
371,315.6197,0,131.6678,32071,1014.9504,0.4099,0.9107,2.556,0,0,0.6455,35216,SANORA
372,312.8687,0,134.7085,31691.5,972.7666,0.4122,0.9274,2.3761,0,0,0.6461,34173,SANORA
373,306.3843,0,129.9945,30391,951.0092,0.4122,0.9277,2.3682,0,0,0.6911,32758,SANORA
374,0,205.0815,131.7304,20951.5,753.1686,0,0.937,2.1546,0,0,0.723,22360.5,SANORA
375,0,203.3986,129.5628,20484,614.7006,0,0.9553,1.4679,0,0,0.6984,21441.5,SANORA
376,0,201.5671,127.3569,20110.5,634.2569,0,0.951,1.5918,0,0,0.7376,21147.5,SANORA
377,0,212.7534,136.4768,22254,751.1859,0,0.9098,2.0178,0,0,0.7569,24461,SANORA
378,0,213.9914,141.2177,23628.5,671.5706,0,0.9505,1.5189,0,0,0.7257,24858.5,SANORA
379,0,210.5777,142.2078,22820,833.8965,0,0.8976,2.4249,0,0,0.7073,25422,SANORA
380,0,213.7546,148.8848,23995.5,749.5706,0,0.9231,1.8633,0,0,0.6681,25995,SANORA
381,0,210.5584,141.6919,23177,751.6711,0,0.9266,1.9399,0,0,0.7235,25012.5,SANORA
382,364.4005,217.4727,0,61735,1124.6905,0.5919,0.9628,1.6305,1.6756,0.8024,0.7418,64120.5,SANORA
383,369.4389,220.8942,0,63322,1190.9747,0.5907,0.9681,1.7825,1.6725,0.8016,0.7695,65410.5,SANORA
384,401.9789,237.3699,0,73848,1273.46,0.5819,0.9669,1.7475,1.6935,0.807,0.768,76378,SANORA
385,361.6803,213.1565,0,59745,1128.8326,0.5815,0.9672,1.6973,1.6968,0.8079,0.7669,61769.5,SANORA
386,0,129.5746,81.4462,8309.5,361.9483,0,0.9831,1.2546,0,0,0.7382,8452,SANORA
387,0,133.2016,82.5475,8633.5,369.9483,0,0.9816,1.2615,0,0,0.7328,8795,SANORA
388,0,134.8855,84.1727,8956.5,377.9483,0,0.9798,1.2692,0,0,0.7322,9141,SANORA
389,0,133.5157,82.8185,8713.5,373.1198,0,0.9784,1.2714,0,0,0.7311,8905.5,SANORA
390,0,156.2963,97.5353,11906,434.1909,0,0.9814,1.26,0,0,0.7689,12132,SANORA
391,0,164.0417,102.6409,13361,460.9605,0,0.9808,1.2655,0,0,0.7296,13622,SANORA
392,0,163.934,102.0439,13167.5,457.2031,0,0.9806,1.2633,0,0,0.7325,13427.5,SANORA
393,0,162.0952,101.157,12962.5,452.0315,0,0.98,1.2544,0,0,0.7254,13226.5,SANORA
394,266.6268,0,100.5791,20489.5,649.3452,0.367,0.978,1.6376,0,0,0.7468,20949.5,SANORA
395,270.1579,0,102.8895,21177,662.7594,0.3694,0.9791,1.6506,0,0,0.755,21630,SANORA
396,263.1157,0,102.9616,20742,653.1026,0.3815,0.9795,1.6364,0,0,0.7476,21175.5,SANORA
397,264.8539,0,101.741,20479.5,648.0315,0.3717,0.9784,1.6318,0,0,0.751,20932.5,SANORA
398,322.0056,0,121.2886,29871,784.3574,0.3668,0.9797,1.639,0,0,0.7389,30490.5,SANORA
399,318.5878,0,119.7711,29392.5,783.4285,0.3687,0.9777,1.6617,0,0,0.7413,30062.5,SANORA
400,321.3597,0,121.7103,30095,811.328,0.371,0.9778,1.7406,0,0,0.7318,30777.5,SANORA
401,317.1481,0,119.3406,29146.5,788.7422,0.369,0.9763,1.6985,0,0,0.7314,29855,SANORA
402,256.1843,156.5551,0,30649,711.529,0.5946,0.9859,1.3145,1.6364,0.7916,0.7805,31087.5,SANORA
403,253.4441,155.6138,0,30539,704.0143,0.6053,0.9869,1.2915,1.6287,0.7893,0.7757,30945.5,SANORA
404,253.4031,153.7103,0,29860,690.8427,0.5921,0.9881,1.2719,1.6486,0.795,0.7745,30220,SANORA
405,256.4954,155.7607,0,30531,702.3574,0.5909,0.9853,1.2858,1.6467,0.7945,0.7755,30985,SANORA
406,263.7636,156.676,0,31496.5,709.9138,0.5764,0.9862,1.2733,1.6835,0.8045,0.7776,31938,SANORA
407,264.6386,155.8017,0,31427,706.8427,0.5714,0.9874,1.2651,1.6986,0.8083,0.7839,31829,SANORA
408,257.5765,154.4871,0,30353.5,694.2569,0.5825,0.9873,1.2636,1.6673,0.8002,0.7791,30743,SANORA
409,259.1972,153.9348,0,30397,692.0143,0.5761,0.988,1.2537,1.6838,0.8045,0.7853,30767.5,SANORA
410,350.4666,204.1044,0,55841,1280.7149,0.5789,0.9548,2.3374,1.7171,0.8129,0.7604,58482.5,SANORA
411,352.0661,201.4901,0,55238.5,1196.1879,0.5674,0.9632,2.0613,1.7473,0.82,0.7665,57348,SANORA
412,351.8801,202.3372,0,55481.5,1209.0752,0.5705,0.961,2.0968,1.7391,0.8181,0.7787,57734.5,SANORA
413,339.7104,200.0702,0,53245,1001.7788,0.5875,0.9798,1.4999,1.698,0.8082,0.7739,54340,SANORA
414,339.7351,199.0141,0,52327,1096.6905,0.5772,0.9573,1.8291,1.7071,0.8105,0.7597,54663,SANORA
415,332.8062,198.4184,0,51391,1104.6905,0.5908,0.9556,1.8897,1.6773,0.8028,0.7549,53780.5,SANORA
416,337.0599,201.7048,0,52737,1078.6905,0.591,0.9587,1.7558,1.6711,0.8012,0.7641,55007.5,SANORA
417,345.2377,204.4748,0,54395,1077.2346,0.5811,0.9541,1.6977,1.6884,0.8057,0.7669,57014.5,SANORA
418,351.9035,0,135.7724,36711.5,1211.193,0.3775,0.902,3.1799,0,0,0.6946,40702,SANORA
419,349.6515,0,133.3267,36201.5,1138.7077,0.377,0.9118,2.8503,0,0,0.7152,39701.5,SANORA
420,346.4992,0,137.196,36891,1244.1463,0.3912,0.9062,3.339,0,0,0.7107,40707.5,SANORA
421,341.0791,0,130.9243,34464.5,1109.6783,0.3772,0.9055,2.8432,0,0,0.7084,38061,SANORA
422,348.3216,0,128.0337,35088.5,1040.2813,0.3682,0.947,2.4543,0,0,0.7446,37051,SANORA
423,345.9111,0,130.4063,34856.5,1019.796,0.3709,0.9283,2.3743,0,0,0.6974,37549,SANORA
424,343.6991,0,129.4261,34304.5,1006.4823,0.3697,0.9457,2.3499,0,0,0.7461,36272.5,SANORA
425,336.0281,0,125.5836,32622,991.5534,0.3678,0.9403,2.3983,0,0,0.7409,34693.5,SANORA
426,0,206.559,125.1144,19702,713.6711,0,0.9141,2.0572,0,0,0.7093,21553,SANORA
427,0,209.8499,128.2342,20734.5,774.8843,0,0.9131,2.3045,0,0,0.6971,22708.5,SANORA
428,0,217.5668,127.1798,21197,827.6123,0,0.8481,2.5714,0,0,0.6019,24994,SANORA
429,0,200.5478,124.997,19362.5,695.9138,0,0.9254,1.9904,0,0,0.7026,20923,SANORA
430,0,210.7766,111.2663,17610,701.1859,0,0.8858,2.2218,0,0,0.7202,19879.5,SANORA
431,0,208.0578,106.5221,16941.5,819.5118,0,0.9076,3.1546,0,0,0.6928,18667,SANORA
432,0,202.8855,105.8097,16422,684.0143,0,0.9277,2.2672,0,0,0.6966,17702,SANORA
433,0,209.2633,119.0984,18228.5,751.0265,0,0.8752,2.4623,0,0,0.6595,20829,SANORA
434,0,172.886,96.9507,13059,474.9605,0,0.9709,1.3747,0,0,0.708,13451,SANORA
435,0,174.1528,95.3255,12795.5,478.3747,0,0.9672,1.4232,0,0,0.7071,13229.5,SANORA
436,0,167.9443,93.4349,12009.5,482.3747,0,0.9456,1.5418,0,0,0.6819,12701,SANORA
437,0,170.0001,92.4997,12153,515.931,0,0.9475,1.743,0,0,0.686,12826,SANORA
438,0,175.067,100.6578,13812,484.8183,0,0.9775,1.3542,0,0,0.7409,14129.5,SANORA
439,0,173.3355,99.7936,13315,468.333,0,0.9818,1.3109,0,0,0.7533,13562.5,SANORA
440,0,169.2057,97.653,12743.5,460.5757,0,0.9834,1.3247,0,0,0.7484,12958.5,SANORA
441,0,169.4207,98.4867,12914.5,462.0904,0,0.981,1.3157,0,0,0.7552,13164,SANORA
442,238.527,0,86.4041,16099,576.8183,0.3603,0.9814,1.6446,0,0,0.7529,16404.5,SANORA
443,239.5951,0,86.3289,16222.5,578.2325,0.3598,0.982,1.6401,0,0,0.7524,16520,SANORA
444,236.2829,0,85.0338,15779,573.9899,0.3599,0.9803,1.6616,0,0,0.7613,16095.5,SANORA
445,234.0685,0,84.6058,15525,570.8183,0.3608,0.9759,1.6701,0,0,0.7435,15909,SANORA
446,255.125,0,90.0001,17947,611.3036,0.3511,0.9825,1.657,0,0,0.7644,18266,SANORA
447,261.0439,0,91.589,18625,624.9605,0.348,0.9812,1.6688,0,0,0.7668,18981.5,SANORA
448,256.8212,0,90.5453,18164,617.6467,0.3506,0.9803,1.6713,0,0,0.7677,18529.5,SANORA
449,256.3182,0,90.1127,18064.5,615.5462,0.3501,0.9807,1.6691,0,0,0.7606,18420,SANORA
450,254.0304,152.1579,0,30152.5,689.5706,0.5949,0.9888,1.2549,1.6695,0.8008,0.781,30492.5,SANORA
451,257.4063,154.2213,0,30937.5,699.9138,0.5945,0.9903,1.2601,1.6691,0.8006,0.7807,31241.5,SANORA
452,256.6997,153.4426,0,30790.5,696.8843,0.5949,0.988,1.2551,1.6729,0.8017,0.775,31163.5,SANORA
453,251.7675,151.5406,0,29724,683.6711,0.5971,0.989,1.2513,1.6614,0.7986,0.7832,30055.5,SANORA
454,274.5269,159.3297,0,34207,739.9554,0.5779,0.9882,1.2738,1.723,0.8143,0.7726,34617,SANORA
455,276.5151,160.7659,0,34829.5,747.3696,0.58,0.9881,1.2762,1.72,0.8136,0.7734,35249.5,SANORA
456,274.3229,159.147,0,34174,742.6417,0.5782,0.9881,1.2843,1.7237,0.8145,0.7747,34584,SANORA
457,274.8888,159.3012,0,34361,748.2985,0.579,0.9858,1.2968,1.7256,0.815,0.7713,34854.5,SANORA
458,347.3148,215.4101,0,57497.5,1130.6488,0.6069,0.9651,1.7693,1.6123,0.7844,0.7541,59577.5,SANORA
459,348.0214,212.2886,0,57585,1110.8915,0.6054,0.9667,1.7054,1.6394,0.7924,0.7696,59569,SANORA
460,345.7923,210.6338,0,56784,1074.2641,0.6047,0.9616,1.6173,1.6417,0.7931,0.7691,59050,SANORA
461,341.3067,207.9112,0,55068,1042.0631,0.6019,0.9734,1.5692,1.6416,0.793,0.7758,56571.5,SANORA
462,346.7795,204.2865,0,54457.5,1033.3351,0.5766,0.97,1.5603,1.6975,0.8081,0.7582,56141,SANORA
463,343.6039,203.696,0,54297.5,1056.1636,0.5856,0.9709,1.6348,1.6868,0.8053,0.765,55926,SANORA
464,342.2272,202.0671,0,53572.5,1054.0214,0.5824,0.9711,1.6502,1.6936,0.8071,0.7703,55166.5,SANORA
465,342.3557,200.7055,0,52893,1020.9504,0.5746,0.9731,1.5682,1.7058,0.8101,0.7642,54357.5,SANORA
466,336.1703,0,132.2107,33197,1072.3229,0.374,0.9031,2.7564,0,0,0.7202,36759.5,SANORA
467,329.5199,0,131.3363,32782,1131.5778,0.3844,0.9049,3.1083,0,0,0.7271,36228.5,SANORA
468,334.5367,0,128.5332,33171.5,901.8549,0.3774,0.9592,1.9512,0,0,0.7217,34582,SANORA
469,342.9841,0,131.7988,33472,1063.9798,0.3623,0.9048,2.6914,0,0,0.7165,36995,SANORA
470,327.0064,0,118.6752,30189,850.7838,0.3595,0.9649,1.908,0,0,0.7145,31287.5,SANORA
471,328.932,0,121.0514,30997.5,862.3402,0.3648,0.961,1.9091,0,0,0.6815,32256,SANORA
472,319.1495,0,119.1244,29548,832.6417,0.3694,0.9612,1.8671,0,0,0.7029,30740,SANORA
473,324.0619,0,118.6451,29694.5,831.3696,0.36,0.9618,1.8523,0,0,0.7112,30872.5,SANORA
474,0,180.373,108.0519,15192,702.2985,0,0.9231,2.5836,0,0,0.7076,16457.5,SANORA
475,0,178.7801,107.4243,14711.5,661.2275,0,0.9005,2.365,0,0,0.7062,16336.5,SANORA
476,0,181.332,106.5793,15121,633.1859,0,0.9268,2.1099,0,0,0.7143,16315.5,SANORA
477,0,178.3507,108.5067,15188.5,642.2569,0,0.92,2.1612,0,0,0.724,16510,SANORA
478,0,203.4181,119.3621,18825.5,660.2569,0,0.9458,1.8428,0,0,0.7264,19904,SANORA
479,0,206.1674,120.1606,19154,664.0143,0,0.9416,1.8318,0,0,0.716,20341.5,SANORA
480,0,203.3572,121.3812,19051.5,694.2569,0,0.9396,2.0133,0,0,0.7122,20277,SANORA
481,0,200.5785,118.4631,18412.5,655.4285,0,0.938,1.8566,0,0,0.7377,19630,SANORA
